,Unnamed: 0,File_name,URL,start_time,end_time,class,len,path
30,30,3K6iXOEIIeM_080331-085235,3K6iXOEIIeM,803.31,852.35,ALG,49.04000000000008,data/3K6iXOEIIeM_080331-085235.wav
31,31,3K6iXOEIIeM_085338-086862,3K6iXOEIIeM,853.38,868.62,ALG,15.240000000000009,data/3K6iXOEIIeM_085338-086862.wav
32,32,3K6iXOEIIeM_099903-100943,3K6iXOEIIeM,999.03,1009.43,ALG,10.399999999999977,data/3K6iXOEIIeM_099903-100943.wav
33,33,3K6iXOEIIeM_101022-103702,3K6iXOEIIeM,1010.22,1037.02,ALG,26.799999999999955,data/3K6iXOEIIeM_101022-103702.wav
34,34,3K6iXOEIIeM_103782-104244,3K6iXOEIIeM,1037.82,1042.44,ALG,4.620000000000118,data/3K6iXOEIIeM_103782-104244.wav
35,35,3K6iXOEIIeM_104544-104998,3K6iXOEIIeM,1045.44,1049.98,ALG,4.539999999999964,data/3K6iXOEIIeM_104544-104998.wav
36,36,48DzQhHge6A_000235-001141,48DzQhHge6A,2.35,11.41,ALG,9.06,data/48DzQhHge6A_000235-001141.wav
37,37,48DzQhHge6A_001182-001784,48DzQhHge6A,11.82,17.84,ALG,6.02,data/48DzQhHge6A_001182-001784.wav
38,38,48DzQhHge6A_002697-003115,48DzQhHge6A,26.97,31.15,ALG,4.18,data/48DzQhHge6A_002697-003115.wav
39,39,48DzQhHge6A_003192-003596,48DzQhHge6A,31.92,35.96,ALG,4.039999999999999,data/48DzQhHge6A_003192-003596.wav
40,40,48DzQhHge6A_003684-005626,48DzQhHge6A,36.84,56.26,ALG,19.419999999999995,data/48DzQhHge6A_003684-005626.wav
41,41,48DzQhHge6A_005760-006114,48DzQhHge6A,57.6,61.14,ALG,3.539999999999999,data/48DzQhHge6A_005760-006114.wav
42,42,48DzQhHge6A_006207-006931,48DzQhHge6A,62.07,69.31,ALG,7.240000000000002,data/48DzQhHge6A_006207-006931.wav
43,43,48DzQhHge6A_008703-009073,48DzQhHge6A,87.03,90.73,ALG,3.700000000000003,data/48DzQhHge6A_008703-009073.wav
44,44,48DzQhHge6A_009216-009530,48DzQhHge6A,92.16,95.3,ALG,3.1400000000000006,data/48DzQhHge6A_009216-009530.wav
45,45,48DzQhHge6A_010233-010867,48DzQhHge6A,102.33,108.67,ALG,6.340000000000003,data/48DzQhHge6A_010233-010867.wav
46,46,48DzQhHge6A_011271-011685,48DzQhHge6A,112.71,116.85,ALG,4.140000000000001,data/48DzQhHge6A_011271-011685.wav
47,47,48DzQhHge6A_012240-013478,48DzQhHge6A,122.4,134.78,ALG,12.379999999999995,data/48DzQhHge6A_012240-013478.wav
48,48,48DzQhHge6A_013629-014161,48DzQhHge6A,136.29,141.61,ALG,5.320000000000022,data/48DzQhHge6A_013629-014161.wav
49,49,48DzQhHge6A_014931-015785,48DzQhHge6A,149.31,157.85,ALG,8.539999999999992,data/48DzQhHge6A_014931-015785.wav
50,50,5KLldQgF1es_000027-001505,5KLldQgF1es,0.27,15.05,ALG,14.780000000000001,data/5KLldQgF1es_000027-001505.wav
51,51,5Sr6dPTOBec_000027-000533,5Sr6dPTOBec,0.27,5.33,ALG,5.0600000000000005,data/5Sr6dPTOBec_000027-000533.wav
52,52,5Sr6dPTOBec_001335-003151,5Sr6dPTOBec,13.35,31.51,ALG,18.160000000000004,data/5Sr6dPTOBec_001335-003151.wav
53,53,5Sr6dPTOBec_003384-003808,5Sr6dPTOBec,33.84,38.08,ALG,4.239999999999995,data/5Sr6dPTOBec_003384-003808.wav
54,54,5Sr6dPTOBec_004224-004744,5Sr6dPTOBec,42.24,47.44,ALG,5.199999999999996,data/5Sr6dPTOBec_004224-004744.wav
55,55,6nAf4cKw-nc_000325-001801,6nAf4cKw-nc,3.25,18.01,ALG,14.760000000000002,data/6nAf4cKw-nc_000325-001801.wav
56,56,6nAf4cKw-nc_001880-002735,6nAf4cKw-nc,18.81,27.35,ALG,8.540000000000003,data/6nAf4cKw-nc_001880-002735.wav
57,57,6nAf4cKw-nc_005935-007005,6nAf4cKw-nc,59.35,70.05,ALG,10.699999999999996,data/6nAf4cKw-nc_005935-007005.wav
58,58,7n_gQJMnJug_009371-009679,7n_gQJMnJug,93.71,96.79,ALG,3.0800000000000125,data/7n_gQJMnJug_009371-009679.wav
59,59,7n_gQJMnJug_063021-063407,7n_gQJMnJug,630.21,634.07,ALG,3.8600000000000136,data/7n_gQJMnJug_063021-063407.wav
60,60,8K9DVzYh6gA_000027-000371,8K9DVzYh6gA,0.27,3.71,ALG,3.44,data/8K9DVzYh6gA_000027-000371.wav
61,61,8K9DVzYh6gA_000420-001480,8K9DVzYh6gA,4.2,14.8,ALG,10.600000000000001,data/8K9DVzYh6gA_000420-001480.wav
62,62,8K9DVzYh6gA_002187-003187,8K9DVzYh6gA,21.87,31.87,ALG,10.0,data/8K9DVzYh6gA_002187-003187.wav
63,63,8K9DVzYh6gA_003228-004250,8K9DVzYh6gA,32.28,42.5,ALG,10.219999999999999,data/8K9DVzYh6gA_003228-004250.wav
64,64,8lwAC9PW5RE_014553-014971,8lwAC9PW5RE,145.53,149.71,ALG,4.180000000000007,data/8lwAC9PW5RE_014553-014971.wav
65,65,9Wl8-cngxXU_000027-001373,9Wl8-cngxXU,0.27,13.73,ALG,13.46,data/9Wl8-cngxXU_000027-001373.wav
66,66,9Wl8-cngxXU_001410-003428,9Wl8-cngxXU,14.1,34.28,ALG,20.18,data/9Wl8-cngxXU_001410-003428.wav
67,67,9Wl8-cngxXU_003507-005759,9Wl8-cngxXU,35.07,57.59,ALG,22.520000000000003,data/9Wl8-cngxXU_003507-005759.wav
68,68,9Wl8-cngxXU_005820-006520,9Wl8-cngxXU,58.2,65.2,ALG,7.0,data/9Wl8-cngxXU_005820-006520.wav
69,69,9Wl8-cngxXU_006573-007405,9Wl8-cngxXU,65.73,74.05,ALG,8.319999999999993,data/9Wl8-cngxXU_006573-007405.wav
70,70,9Wl8-cngxXU_007445-009092,9Wl8-cngxXU,74.46,90.92,ALG,16.460000000000008,data/9Wl8-cngxXU_007445-009092.wav
71,71,9Wl8-cngxXU_012345-013888,9Wl8-cngxXU,123.45,138.89,ALG,15.439999999999984,data/9Wl8-cngxXU_012345-013888.wav
72,72,AHXtt3bD_1M_018433-018781,AHXtt3bD_1M,184.33,187.81,ALG,3.4799999999999898,data/AHXtt3bD_1M_018433-018781.wav
73,73,AiEubC4imBQ_001671-003822,AiEubC4imBQ,16.71,38.23,ALG,21.519999999999996,data/AiEubC4imBQ_001671-003822.wav
74,74,AiEubC4imBQ_004464-005256,AiEubC4imBQ,44.64,52.56,ALG,7.920000000000002,data/AiEubC4imBQ_004464-005256.wav
75,75,AiEubC4imBQ_005892-007809,AiEubC4imBQ,58.92,78.1,ALG,19.179999999999993,data/AiEubC4imBQ_005892-007809.wav
76,76,AiEubC4imBQ_007854-008812,AiEubC4imBQ,78.54,88.12,ALG,9.579999999999998,data/AiEubC4imBQ_007854-008812.wav
77,77,AiEubC4imBQ_008892-010902,AiEubC4imBQ,88.92,109.02,ALG,20.099999999999994,data/AiEubC4imBQ_008892-010902.wav
78,78,AiEubC4imBQ_011316-011776,AiEubC4imBQ,113.16,117.76,ALG,4.6000000000000085,data/AiEubC4imBQ_011316-011776.wav
79,79,AiEubC4imBQ_013940-014597,AiEubC4imBQ,139.4,145.98,ALG,6.579999999999984,data/AiEubC4imBQ_013940-014597.wav
80,80,AiEubC4imBQ_015396-015750,AiEubC4imBQ,153.96,157.5,ALG,3.539999999999992,data/AiEubC4imBQ_015396-015750.wav
81,81,AiEubC4imBQ_016253-016609,AiEubC4imBQ,162.53,166.09,ALG,3.5600000000000023,data/AiEubC4imBQ_016253-016609.wav
82,82,AiEubC4imBQ_017415-018437,AiEubC4imBQ,174.15,184.37,ALG,10.219999999999999,data/AiEubC4imBQ_017415-018437.wav
83,83,AiEubC4imBQ_018707-019047,AiEubC4imBQ,187.07,190.47,ALG,3.4000000000000057,data/AiEubC4imBQ_018707-019047.wav
84,84,AiEubC4imBQ_020031-021189,AiEubC4imBQ,200.31,211.89,ALG,11.579999999999984,data/AiEubC4imBQ_020031-021189.wav
85,85,AiEubC4imBQ_021669-022561,AiEubC4imBQ,216.69,225.61,ALG,8.920000000000016,data/AiEubC4imBQ_021669-022561.wav
86,86,AiEubC4imBQ_022659-023083,AiEubC4imBQ,226.59,230.83,ALG,4.240000000000009,data/AiEubC4imBQ_022659-023083.wav
87,87,AiEubC4imBQ_023352-024038,AiEubC4imBQ,233.52,240.38,ALG,6.859999999999985,data/AiEubC4imBQ_023352-024038.wav
88,88,AiEubC4imBQ_024117-024491,AiEubC4imBQ,241.17,244.91,ALG,3.740000000000009,data/AiEubC4imBQ_024117-024491.wav
89,89,AiEubC4imBQ_024636-025284,AiEubC4imBQ,246.36,252.84,ALG,6.47999999999999,data/AiEubC4imBQ_024636-025284.wav
90,90,AiEubC4imBQ_025404-025744,AiEubC4imBQ,254.04,257.44,ALG,3.4000000000000057,data/AiEubC4imBQ_025404-025744.wav
91,91,AiEubC4imBQ_026400-026866,AiEubC4imBQ,264.0,268.66,ALG,4.660000000000025,data/AiEubC4imBQ_026400-026866.wav
92,92,AiEubC4imBQ_027251-034065,AiEubC4imBQ,272.51,340.65,ALG,68.13999999999999,data/AiEubC4imBQ_027251-034065.wav
93,93,AiEubC4imBQ_034401-035047,AiEubC4imBQ,344.01,350.47,ALG,6.460000000000036,data/AiEubC4imBQ_034401-035047.wav
94,94,AiEubC4imBQ_035389-036123,AiEubC4imBQ,353.89,361.23,ALG,7.340000000000032,data/AiEubC4imBQ_035389-036123.wav
95,95,AiEubC4imBQ_036216-037104,AiEubC4imBQ,362.16,371.04,ALG,8.879999999999995,data/AiEubC4imBQ_036216-037104.wav
96,96,AiEubC4imBQ_037266-038130,AiEubC4imBQ,372.66,381.3,ALG,8.639999999999986,data/AiEubC4imBQ_037266-038130.wav
97,97,AiEubC4imBQ_038392-038904,AiEubC4imBQ,383.92,389.04,ALG,5.1200000000000045,data/AiEubC4imBQ_038392-038904.wav
98,98,AiEubC4imBQ_038970-040816,AiEubC4imBQ,389.7,408.16,ALG,18.460000000000036,data/AiEubC4imBQ_038970-040816.wav
99,99,AiEubC4imBQ_041955-043353,AiEubC4imBQ,419.55,433.53,ALG,13.979999999999961,data/AiEubC4imBQ_041955-043353.wav
100,100,AnHc5EzTx9E_013578-014026,AnHc5EzTx9E,135.78,140.26,ALG,4.47999999999999,data/AnHc5EzTx9E_013578-014026.wav
101,101,BcAORZxCQGw_000739-001798,BcAORZxCQGw,7.39,17.99,ALG,10.599999999999998,data/BcAORZxCQGw_000739-001798.wav
102,102,BcAORZxCQGw_001836-004240,BcAORZxCQGw,18.36,42.4,ALG,24.04,data/BcAORZxCQGw_001836-004240.wav
103,103,BcAORZxCQGw_005013-005609,BcAORZxCQGw,50.13,56.09,ALG,5.960000000000001,data/BcAORZxCQGw_005013-005609.wav
104,104,BcAORZxCQGw_005652-006052,BcAORZxCQGw,56.52,60.52,ALG,4.0,data/BcAORZxCQGw_005652-006052.wav
105,105,BcAORZxCQGw_006141-007689,BcAORZxCQGw,61.41,76.89,ALG,15.480000000000004,data/BcAORZxCQGw_006141-007689.wav
106,106,BcAORZxCQGw_007905-008233,BcAORZxCQGw,79.05,82.33,ALG,3.280000000000001,data/BcAORZxCQGw_007905-008233.wav
107,107,BcAORZxCQGw_008322-008794,BcAORZxCQGw,83.22,87.94,ALG,4.719999999999999,data/BcAORZxCQGw_008322-008794.wav
108,108,BcAORZxCQGw_009306-010036,BcAORZxCQGw,93.06,100.36,ALG,7.299999999999997,data/BcAORZxCQGw_009306-010036.wav
109,109,BcAORZxCQGw_010095-011575,BcAORZxCQGw,100.95,115.75,ALG,14.799999999999997,data/BcAORZxCQGw_010095-011575.wav
110,110,BcAORZxCQGw_012525-016541,BcAORZxCQGw,125.25,165.41,ALG,40.16,data/BcAORZxCQGw_012525-016541.wav
111,111,BcAORZxCQGw_017589-017921,BcAORZxCQGw,175.89,179.21,ALG,3.3200000000000216,data/BcAORZxCQGw_017589-017921.wav
112,112,BcAORZxCQGw_018609-019025,BcAORZxCQGw,186.09,190.25,ALG,4.159999999999997,data/BcAORZxCQGw_018609-019025.wav
113,113,BcAORZxCQGw_019365-021389,BcAORZxCQGw,193.65,213.89,ALG,20.23999999999998,data/BcAORZxCQGw_019365-021389.wav
114,114,BcAORZxCQGw_022992-023486,BcAORZxCQGw,229.92,234.86,ALG,4.940000000000026,data/BcAORZxCQGw_022992-023486.wav
115,115,BcAORZxCQGw_023631-025225,BcAORZxCQGw,236.31,252.25,ALG,15.939999999999998,data/BcAORZxCQGw_023631-025225.wav
116,116,BcAORZxCQGw_025760-026406,BcAORZxCQGw,257.6,264.06,ALG,6.4599999999999795,data/BcAORZxCQGw_025760-026406.wav
117,117,BcAORZxCQGw_026616-027804,BcAORZxCQGw,266.16,278.04,ALG,11.879999999999995,data/BcAORZxCQGw_026616-027804.wav
118,118,BcAORZxCQGw_028220-028835,BcAORZxCQGw,282.21,288.35,ALG,6.140000000000043,data/BcAORZxCQGw_028220-028835.wav
119,119,BcAORZxCQGw_029633-029950,BcAORZxCQGw,296.34,299.5,ALG,3.160000000000025,data/BcAORZxCQGw_029633-029950.wav
120,120,BcAORZxCQGw_032039-032764,BcAORZxCQGw,320.4,327.64,ALG,7.240000000000009,data/BcAORZxCQGw_032039-032764.wav
121,121,BcAORZxCQGw_033015-033491,BcAORZxCQGw,330.15,334.91,ALG,4.760000000000048,data/BcAORZxCQGw_033015-033491.wav
122,122,BcAORZxCQGw_033549-034183,BcAORZxCQGw,335.49,341.83,ALG,6.339999999999975,data/BcAORZxCQGw_033549-034183.wav
123,123,BcAORZxCQGw_034431-035831,BcAORZxCQGw,344.31,358.31,ALG,14.0,data/BcAORZxCQGw_034431-035831.wav
124,124,BcAORZxCQGw_035883-037483,BcAORZxCQGw,358.83,374.83,ALG,16.0,data/BcAORZxCQGw_035883-037483.wav
125,125,BcAORZxCQGw_037590-040414,BcAORZxCQGw,375.9,404.14,ALG,28.24000000000001,data/BcAORZxCQGw_037590-040414.wav
126,126,BcAORZxCQGw_040851-041297,BcAORZxCQGw,408.51,412.97,ALG,4.460000000000036,data/BcAORZxCQGw_040851-041297.wav
127,127,BcAORZxCQGw_041527-041975,BcAORZxCQGw,415.27,419.75,ALG,4.480000000000018,data/BcAORZxCQGw_041527-041975.wav
128,128,BcAORZxCQGw_042531-042985,BcAORZxCQGw,425.31,429.85,ALG,4.5400000000000205,data/BcAORZxCQGw_042531-042985.wav
129,129,BcAORZxCQGw_043032-043768,BcAORZxCQGw,430.32,437.68,ALG,7.360000000000014,data/BcAORZxCQGw_043032-043768.wav
130,130,BcAORZxCQGw_043845-044621,BcAORZxCQGw,438.45,446.21,ALG,7.759999999999991,data/BcAORZxCQGw_043845-044621.wav
131,131,BcAORZxCQGw_044907-046753,BcAORZxCQGw,449.07,467.53,ALG,18.45999999999998,data/BcAORZxCQGw_044907-046753.wav
132,132,BcAORZxCQGw_046797-047407,BcAORZxCQGw,467.97,474.07,ALG,6.099999999999966,data/BcAORZxCQGw_046797-047407.wav
133,133,BcAORZxCQGw_050424-052378,BcAORZxCQGw,504.24,523.78,ALG,19.539999999999964,data/BcAORZxCQGw_050424-052378.wav
134,134,BcAORZxCQGw_055932-056666,BcAORZxCQGw,559.32,566.66,ALG,7.339999999999918,data/BcAORZxCQGw_055932-056666.wav
135,135,BcAORZxCQGw_056709-057457,BcAORZxCQGw,567.09,574.57,ALG,7.480000000000018,data/BcAORZxCQGw_056709-057457.wav
136,136,BcAORZxCQGw_057963-058361,BcAORZxCQGw,579.63,583.61,ALG,3.980000000000018,data/BcAORZxCQGw_057963-058361.wav
137,137,BcAORZxCQGw_061766-062519,BcAORZxCQGw,617.67,625.19,ALG,7.5200000000000955,data/BcAORZxCQGw_061766-062519.wav
138,138,BcAORZxCQGw_062896-064670,BcAORZxCQGw,628.96,646.7,ALG,17.74000000000001,data/BcAORZxCQGw_062896-064670.wav
139,139,C_fqeYeNaj4_045855-046281,C_fqeYeNaj4,458.55,462.81,ALG,4.259999999999991,data/C_fqeYeNaj4_045855-046281.wav
140,140,C_fqeYeNaj4_116664-117302,C_fqeYeNaj4,1166.64,1173.02,ALG,6.379999999999882,data/C_fqeYeNaj4_116664-117302.wav
141,141,CxjUusMYGrA_000027-000397,CxjUusMYGrA,0.27,3.97,ALG,3.7,data/CxjUusMYGrA_000027-000397.wav
142,142,CxjUusMYGrA_001107-002321,CxjUusMYGrA,11.07,23.21,ALG,12.14,data/CxjUusMYGrA_001107-002321.wav
143,143,CxjUusMYGrA_002364-002990,CxjUusMYGrA,23.64,29.9,ALG,6.259999999999998,data/CxjUusMYGrA_002364-002990.wav
144,144,CxjUusMYGrA_005007-005319,CxjUusMYGrA,50.07,53.19,ALG,3.1199999999999974,data/CxjUusMYGrA_005007-005319.wav
145,145,CxjUusMYGrA_008482-009368,CxjUusMYGrA,84.82,93.68,ALG,8.860000000000014,data/CxjUusMYGrA_008482-009368.wav
146,146,CxjUusMYGrA_009474-010298,CxjUusMYGrA,94.74,102.98,ALG,8.240000000000009,data/CxjUusMYGrA_009474-010298.wav
147,147,CxjUusMYGrA_010371-011465,CxjUusMYGrA,103.71,114.65,ALG,10.940000000000012,data/CxjUusMYGrA_010371-011465.wav
148,148,CxjUusMYGrA_011544-012052,CxjUusMYGrA,115.44,120.52,ALG,5.079999999999998,data/CxjUusMYGrA_011544-012052.wav
149,149,CxjUusMYGrA_012372-012891,CxjUusMYGrA,123.72,128.92,ALG,5.199999999999989,data/CxjUusMYGrA_012372-012891.wav
150,150,CxjUusMYGrA_013172-013922,CxjUusMYGrA,131.73,139.23,ALG,7.5,data/CxjUusMYGrA_013172-013922.wav
151,151,CxjUusMYGrA_014310-014697,CxjUusMYGrA,143.1,146.98,ALG,3.8799999999999955,data/CxjUusMYGrA_014310-014697.wav
152,152,CxjUusMYGrA_014741-015136,CxjUusMYGrA,147.42,151.36,ALG,3.940000000000026,data/CxjUusMYGrA_014741-015136.wav
153,153,CxjUusMYGrA_015794-016427,CxjUusMYGrA,157.95,164.27,ALG,6.320000000000022,data/CxjUusMYGrA_015794-016427.wav
154,154,CxjUusMYGrA_016767-017071,CxjUusMYGrA,167.67,170.71,ALG,3.0400000000000205,data/CxjUusMYGrA_016767-017071.wav
155,155,CxjUusMYGrA_017388-017726,CxjUusMYGrA,173.88,177.26,ALG,3.3799999999999955,data/CxjUusMYGrA_017388-017726.wav
156,156,Dvk8Q4qlzQQ_004350-004732,Dvk8Q4qlzQQ,43.5,47.32,ALG,3.8200000000000003,data/Dvk8Q4qlzQQ_004350-004732.wav
157,157,Dvk8Q4qlzQQ_004776-005614,Dvk8Q4qlzQQ,47.76,56.14,ALG,8.380000000000003,data/Dvk8Q4qlzQQ_004776-005614.wav
158,158,EJnSxFhGn8U_007970-008489,EJnSxFhGn8U,79.71,84.89,ALG,5.180000000000007,data/EJnSxFhGn8U_007970-008489.wav
159,159,FrsSgiol5Pk_005064-005558,FrsSgiol5Pk,50.64,55.58,ALG,4.939999999999998,data/FrsSgiol5Pk_005064-005558.wav
160,160,FrsSgiol5Pk_008673-009013,FrsSgiol5Pk,86.73,90.13,ALG,3.3999999999999915,data/FrsSgiol5Pk_008673-009013.wav
161,161,HOI9DW60vkQ_000200-001280,HOI9DW60vkQ,2.0,12.8,ALG,10.8,data/HOI9DW60vkQ_000200-001280.wav
162,162,HOI9DW60vkQ_001652-002346,HOI9DW60vkQ,16.52,23.46,ALG,6.940000000000001,data/HOI9DW60vkQ_001652-002346.wav
163,163,HOI9DW60vkQ_002460-004554,HOI9DW60vkQ,24.6,45.54,ALG,20.939999999999998,data/HOI9DW60vkQ_002460-004554.wav
164,164,HOI9DW60vkQ_004554-005668,HOI9DW60vkQ,45.54,56.68,ALG,11.14,data/HOI9DW60vkQ_004554-005668.wav
165,165,HOI9DW60vkQ_005668-006060,HOI9DW60vkQ,56.68,60.6,ALG,3.9200000000000017,data/HOI9DW60vkQ_005668-006060.wav
166,166,HOI9DW60vkQ_006267-006856,HOI9DW60vkQ,62.67,68.57,ALG,5.8999999999999915,data/HOI9DW60vkQ_006267-006856.wav
167,167,HOI9DW60vkQ_007158-007664,HOI9DW60vkQ,71.58,76.64,ALG,5.060000000000002,data/HOI9DW60vkQ_007158-007664.wav
168,168,HOI9DW60vkQ_007868-008230,HOI9DW60vkQ,78.68,82.3,ALG,3.6199999999999903,data/HOI9DW60vkQ_007868-008230.wav
169,169,HOI9DW60vkQ_008422-008982,HOI9DW60vkQ,84.22,89.82,ALG,5.599999999999994,data/HOI9DW60vkQ_008422-008982.wav
170,170,HOI9DW60vkQ_008982-010608,HOI9DW60vkQ,89.82,106.08,ALG,16.260000000000005,data/HOI9DW60vkQ_008982-010608.wav
171,171,HOI9DW60vkQ_011102-011838,HOI9DW60vkQ,111.02,118.38,ALG,7.359999999999999,data/HOI9DW60vkQ_011102-011838.wav
172,172,HOI9DW60vkQ_012054-012586,HOI9DW60vkQ,120.54,125.86,ALG,5.319999999999993,data/HOI9DW60vkQ_012054-012586.wav
173,173,HOI9DW60vkQ_012690-013510,HOI9DW60vkQ,126.9,135.1,ALG,8.199999999999989,data/HOI9DW60vkQ_012690-013510.wav
174,174,HOI9DW60vkQ_013510-013894,HOI9DW60vkQ,135.1,138.94,ALG,3.8400000000000034,data/HOI9DW60vkQ_013510-013894.wav
175,175,HOI9DW60vkQ_013932-014878,HOI9DW60vkQ,139.32,148.78,ALG,9.460000000000008,data/HOI9DW60vkQ_013932-014878.wav
176,176,HOI9DW60vkQ_014878-015480,HOI9DW60vkQ,148.78,154.8,ALG,6.02000000000001,data/HOI9DW60vkQ_014878-015480.wav
177,177,HOI9DW60vkQ_015480-017192,HOI9DW60vkQ,154.8,171.92,ALG,17.119999999999976,data/HOI9DW60vkQ_015480-017192.wav
178,178,HOI9DW60vkQ_020671-021647,HOI9DW60vkQ,206.71,216.47,ALG,9.759999999999991,data/HOI9DW60vkQ_020671-021647.wav
179,179,HOI9DW60vkQ_021842-022220,HOI9DW60vkQ,218.42,222.2,ALG,3.780000000000001,data/HOI9DW60vkQ_021842-022220.wav
180,180,HOI9DW60vkQ_022920-023444,HOI9DW60vkQ,229.2,234.44,ALG,5.240000000000009,data/HOI9DW60vkQ_022920-023444.wav
181,181,HOI9DW60vkQ_023492-025058,HOI9DW60vkQ,234.92,250.58,ALG,15.660000000000025,data/HOI9DW60vkQ_023492-025058.wav
182,182,HOI9DW60vkQ_025119-025602,HOI9DW60vkQ,251.19,256.03,ALG,4.839999999999975,data/HOI9DW60vkQ_025119-025602.wav
183,183,HOI9DW60vkQ_025647-026683,HOI9DW60vkQ,256.47,266.83,ALG,10.359999999999957,data/HOI9DW60vkQ_025647-026683.wav
184,184,HOI9DW60vkQ_027544-028292,HOI9DW60vkQ,275.44,282.92,ALG,7.480000000000018,data/HOI9DW60vkQ_027544-028292.wav
185,185,HOI9DW60vkQ_028335-028645,HOI9DW60vkQ,283.35,286.45,ALG,3.099999999999966,data/HOI9DW60vkQ_028335-028645.wav
