,Unnamed: 0,File_name,URL,start_time,end_time,class,len,path
20,20,2XwBQJ7eHKs_018286-018744,2XwBQJ7eHKs,182.86,187.44,ALG,4.579999999999984,data/2XwBQJ7eHKs_018286-018744.wav
21,21,2XwBQJ7eHKs_018744-019130,2XwBQJ7eHKs,187.44,191.3,ALG,3.8600000000000136,data/2XwBQJ7eHKs_018744-019130.wav
22,22,2XwBQJ7eHKs_019206-020980,2XwBQJ7eHKs,192.06,209.8,ALG,17.74000000000001,data/2XwBQJ7eHKs_019206-020980.wav
23,23,2XwBQJ7eHKs_021060-021920,2XwBQJ7eHKs,210.6,219.2,ALG,8.599999999999994,data/2XwBQJ7eHKs_021060-021920.wav
24,24,2XwBQJ7eHKs_022020-022362,2XwBQJ7eHKs,220.2,223.62,ALG,3.420000000000016,data/2XwBQJ7eHKs_022020-022362.wav
25,25,2XwBQJ7eHKs_022437-023891,2XwBQJ7eHKs,224.37,238.91,ALG,14.539999999999992,data/2XwBQJ7eHKs_022437-023891.wav
26,26,2XwBQJ7eHKs_023953-024973,2XwBQJ7eHKs,239.53,249.73,ALG,10.199999999999989,data/2XwBQJ7eHKs_023953-024973.wav
27,27,2XwBQJ7eHKs_025077-025779,2XwBQJ7eHKs,250.77,257.79,ALG,7.02000000000001,data/2XwBQJ7eHKs_025077-025779.wav
28,28,2XwBQJ7eHKs_026025-028287,2XwBQJ7eHKs,260.25,282.87,ALG,22.620000000000005,data/2XwBQJ7eHKs_026025-028287.wav
29,29,2XwBQJ7eHKs_029306-029626,2XwBQJ7eHKs,293.06,296.26,ALG,3.1999999999999886,data/2XwBQJ7eHKs_029306-029626.wav
30,30,2XwBQJ7eHKs_029720-031489,2XwBQJ7eHKs,297.21,314.89,ALG,17.680000000000007,data/2XwBQJ7eHKs_029720-031489.wav
31,31,2XwBQJ7eHKs_031542-031874,2XwBQJ7eHKs,315.42,318.74,ALG,3.319999999999993,data/2XwBQJ7eHKs_031542-031874.wav
32,32,2XwBQJ7eHKs_032270-032633,2XwBQJ7eHKs,322.71,326.33,ALG,3.6200000000000045,data/2XwBQJ7eHKs_032270-032633.wav
33,33,2XwBQJ7eHKs_033345-035551,2XwBQJ7eHKs,333.45,355.51,ALG,22.060000000000002,data/2XwBQJ7eHKs_033345-035551.wav
34,34,2XwBQJ7eHKs_035601-037039,2XwBQJ7eHKs,356.01,370.39,ALG,14.379999999999995,data/2XwBQJ7eHKs_035601-037039.wav
35,35,2XwBQJ7eHKs_037101-039243,2XwBQJ7eHKs,371.01,392.43,ALG,21.420000000000016,data/2XwBQJ7eHKs_037101-039243.wav
36,36,2XwBQJ7eHKs_039312-040546,2XwBQJ7eHKs,393.12,405.46,ALG,12.339999999999975,data/2XwBQJ7eHKs_039312-040546.wav
37,37,2XwBQJ7eHKs_040644-041260,2XwBQJ7eHKs,406.44,412.6,ALG,6.160000000000025,data/2XwBQJ7eHKs_040644-041260.wav
38,38,2XwBQJ7eHKs_044199-044587,2XwBQJ7eHKs,441.99,445.87,ALG,3.8799999999999955,data/2XwBQJ7eHKs_044199-044587.wav
39,39,2XwBQJ7eHKs_044673-045571,2XwBQJ7eHKs,446.73,455.71,ALG,8.979999999999961,data/2XwBQJ7eHKs_044673-045571.wav
40,40,2XwBQJ7eHKs_046017-046331,2XwBQJ7eHKs,460.17,463.31,ALG,3.1399999999999864,data/2XwBQJ7eHKs_046017-046331.wav
41,41,2XwBQJ7eHKs_046574-047014,2XwBQJ7eHKs,465.74,470.14,ALG,4.399999999999977,data/2XwBQJ7eHKs_046574-047014.wav
42,42,2XwBQJ7eHKs_047397-048071,2XwBQJ7eHKs,473.97,480.71,ALG,6.739999999999952,data/2XwBQJ7eHKs_047397-048071.wav
43,43,2XwBQJ7eHKs_048777-049315,2XwBQJ7eHKs,487.77,493.15,ALG,5.3799999999999955,data/2XwBQJ7eHKs_048777-049315.wav
44,44,2XwBQJ7eHKs_049599-050175,2XwBQJ7eHKs,495.99,501.75,ALG,5.759999999999991,data/2XwBQJ7eHKs_049599-050175.wav
45,45,2XwBQJ7eHKs_050547-050921,2XwBQJ7eHKs,505.47,509.21,ALG,3.7399999999999523,data/2XwBQJ7eHKs_050547-050921.wav
46,46,2XwBQJ7eHKs_050985-051929,2XwBQJ7eHKs,509.85,519.29,ALG,9.43999999999994,data/2XwBQJ7eHKs_050985-051929.wav
47,47,2XwBQJ7eHKs_052002-052405,2XwBQJ7eHKs,520.02,524.06,ALG,4.039999999999964,data/2XwBQJ7eHKs_052002-052405.wav
48,48,2XwBQJ7eHKs_053010-053854,2XwBQJ7eHKs,530.1,538.54,ALG,8.43999999999994,data/2XwBQJ7eHKs_053010-053854.wav
49,49,2XwBQJ7eHKs_055299-055877,2XwBQJ7eHKs,552.99,558.77,ALG,5.779999999999973,data/2XwBQJ7eHKs_055299-055877.wav
50,50,2XwBQJ7eHKs_060576-060944,2XwBQJ7eHKs,605.76,609.44,ALG,3.6800000000000637,data/2XwBQJ7eHKs_060576-060944.wav
51,51,2XwBQJ7eHKs_061749-062239,2XwBQJ7eHKs,617.49,622.39,ALG,4.899999999999977,data/2XwBQJ7eHKs_061749-062239.wav
52,52,2XwBQJ7eHKs_063404-065217,2XwBQJ7eHKs,634.04,652.18,ALG,18.139999999999986,data/2XwBQJ7eHKs_063404-065217.wav
53,53,2XwBQJ7eHKs_065586-066434,2XwBQJ7eHKs,655.86,664.34,ALG,8.480000000000018,data/2XwBQJ7eHKs_065586-066434.wav
54,54,2XwBQJ7eHKs_066627-067173,2XwBQJ7eHKs,666.27,671.73,ALG,5.460000000000036,data/2XwBQJ7eHKs_066627-067173.wav
55,55,2XwBQJ7eHKs_067452-067808,2XwBQJ7eHKs,674.52,678.08,ALG,3.560000000000059,data/2XwBQJ7eHKs_067452-067808.wav
56,56,2XwBQJ7eHKs_068121-068481,2XwBQJ7eHKs,681.21,684.81,ALG,3.599999999999909,data/2XwBQJ7eHKs_068121-068481.wav
57,57,2XwBQJ7eHKs_004353-004655,2XwBQJ7eHKs,43.53,46.55,ALG,3.019999999999996,data/2XwBQJ7eHKs_004353-004655.wav
58,58,2XwBQJ7eHKs_068772-069092,2XwBQJ7eHKs,687.72,690.92,ALG,3.199999999999932,data/2XwBQJ7eHKs_068772-069092.wav
59,59,2XwBQJ7eHKs_054486-055229,2XwBQJ7eHKs,544.86,552.3,ALG,7.439999999999941,data/2XwBQJ7eHKs_054486-055229.wav
60,60,Mv8UEXFPMjQ_005604-005980,Mv8UEXFPMjQ,56.04,59.8,ALG,3.759999999999998,data/Mv8UEXFPMjQ_005604-005980.wav
61,61,Mv8UEXFPMjQ_000027-000747,Mv8UEXFPMjQ,0.27,7.47,ALG,7.199999999999999,data/Mv8UEXFPMjQ_000027-000747.wav
62,62,Mv8UEXFPMjQ_000793-001251,Mv8UEXFPMjQ,7.93,12.51,ALG,4.58,data/Mv8UEXFPMjQ_000793-001251.wav
63,63,Mv8UEXFPMjQ_001297-003672,Mv8UEXFPMjQ,12.97,36.73,ALG,23.759999999999998,data/Mv8UEXFPMjQ_001297-003672.wav
64,64,Mv8UEXFPMjQ_003714-005526,Mv8UEXFPMjQ,37.14,55.26,ALG,18.119999999999997,data/Mv8UEXFPMjQ_003714-005526.wav
65,65,WN2z7m9cz4Q_007041-007573,WN2z7m9cz4Q,70.41,75.73,ALG,5.320000000000007,data/WN2z7m9cz4Q_007041-007573.wav
66,66,WN2z7m9cz4Q_002157-003521,WN2z7m9cz4Q,21.57,35.21,ALG,13.64,data/WN2z7m9cz4Q_002157-003521.wav
67,67,WN2z7m9cz4Q_004134-004510,WN2z7m9cz4Q,41.34,45.1,ALG,3.759999999999998,data/WN2z7m9cz4Q_004134-004510.wav
68,68,WN2z7m9cz4Q_005610-006216,WN2z7m9cz4Q,56.1,62.16,ALG,6.059999999999995,data/WN2z7m9cz4Q_005610-006216.wav
69,69,qlmoUeCjNtQ_005229-005553,qlmoUeCjNtQ,52.29,55.53,ALG,3.240000000000002,data/qlmoUeCjNtQ_005229-005553.wav
70,70,qlmoUeCjNtQ_005989-006377,qlmoUeCjNtQ,59.89,63.77,ALG,3.8800000000000026,data/qlmoUeCjNtQ_005989-006377.wav
71,71,qlmoUeCjNtQ_007245-007564,qlmoUeCjNtQ,72.46,75.64,ALG,3.180000000000007,data/qlmoUeCjNtQ_007245-007564.wav
72,72,qlmoUeCjNtQ_009006-009594,qlmoUeCjNtQ,90.06,95.94,ALG,5.8799999999999955,data/qlmoUeCjNtQ_009006-009594.wav
73,73,qlmoUeCjNtQ_009789-010175,qlmoUeCjNtQ,97.89,101.75,ALG,3.8599999999999994,data/qlmoUeCjNtQ_009789-010175.wav
74,74,qlmoUeCjNtQ_014165-014551,qlmoUeCjNtQ,141.65,145.51,ALG,3.859999999999985,data/qlmoUeCjNtQ_014165-014551.wav
75,75,qlmoUeCjNtQ_016799-017281,qlmoUeCjNtQ,167.99,172.81,ALG,4.819999999999993,data/qlmoUeCjNtQ_016799-017281.wav
76,76,qlmoUeCjNtQ_017419-019595,qlmoUeCjNtQ,174.19,195.95,ALG,21.75999999999999,data/qlmoUeCjNtQ_017419-019595.wav
77,77,qlmoUeCjNtQ_019637-020801,qlmoUeCjNtQ,196.37,208.01,ALG,11.639999999999986,data/qlmoUeCjNtQ_019637-020801.wav
78,78,qlmoUeCjNtQ_022899-025309,qlmoUeCjNtQ,228.99,253.09,ALG,24.099999999999994,data/qlmoUeCjNtQ_022899-025309.wav
79,79,qlmoUeCjNtQ_002028-002586,qlmoUeCjNtQ,20.28,25.86,ALG,5.579999999999998,data/qlmoUeCjNtQ_002028-002586.wav
80,80,qlmoUeCjNtQ_003094-003690,qlmoUeCjNtQ,30.94,36.9,ALG,5.959999999999997,data/qlmoUeCjNtQ_003094-003690.wav
81,81,qlmoUeCjNtQ_006894-007245,qlmoUeCjNtQ,68.94,72.46,ALG,3.519999999999996,data/qlmoUeCjNtQ_006894-007245.wav
82,82,qlmoUeCjNtQ_008456-009006,qlmoUeCjNtQ,84.56,90.06,ALG,5.5,data/qlmoUeCjNtQ_008456-009006.wav
83,83,qlmoUeCjNtQ_015276-015763,qlmoUeCjNtQ,152.76,157.64,ALG,4.8799999999999955,data/qlmoUeCjNtQ_015276-015763.wav
84,84,qlmoUeCjNtQ_010697-011395,qlmoUeCjNtQ,106.97,113.95,ALG,6.980000000000004,data/qlmoUeCjNtQ_010697-011395.wav
85,85,qlmoUeCjNtQ_012263-012773,qlmoUeCjNtQ,122.63,127.73,ALG,5.1000000000000085,data/qlmoUeCjNtQ_012263-012773.wav
86,86,qlmoUeCjNtQ_011395-011815,qlmoUeCjNtQ,113.95,118.15,ALG,4.200000000000003,data/qlmoUeCjNtQ_011395-011815.wav
87,87,CFXcs973rTI_018819-019401,CFXcs973rTI,188.19,194.01,ALG,5.819999999999993,data/CFXcs973rTI_018819-019401.wav
88,88,U7ZAhNFv_S8_030002-030704,U7ZAhNFv_S8,300.02,307.04,ALG,7.020000000000039,data/U7ZAhNFv_S8_030002-030704.wav
89,89,U7ZAhNFv_S8_000027-000381,U7ZAhNFv_S8,0.27,3.81,ALG,3.54,data/U7ZAhNFv_S8_000027-000381.wav
90,90,U7ZAhNFv_S8_000426-001165,U7ZAhNFv_S8,4.27,11.65,ALG,7.380000000000001,data/U7ZAhNFv_S8_000426-001165.wav
91,91,U7ZAhNFv_S8_001242-002516,U7ZAhNFv_S8,12.42,25.16,ALG,12.74,data/U7ZAhNFv_S8_001242-002516.wav
92,92,U7ZAhNFv_S8_002871-003369,U7ZAhNFv_S8,28.71,33.69,ALG,4.979999999999997,data/U7ZAhNFv_S8_002871-003369.wav
93,93,U7ZAhNFv_S8_004776-005192,U7ZAhNFv_S8,47.76,51.92,ALG,4.160000000000004,data/U7ZAhNFv_S8_004776-005192.wav
94,94,U7ZAhNFv_S8_006552-006992,U7ZAhNFv_S8,65.52,69.92,ALG,4.400000000000006,data/U7ZAhNFv_S8_006552-006992.wav
95,95,U7ZAhNFv_S8_008835-010417,U7ZAhNFv_S8,88.35,104.17,ALG,15.820000000000007,data/U7ZAhNFv_S8_008835-010417.wav
96,96,U7ZAhNFv_S8_010494-011304,U7ZAhNFv_S8,104.94,113.04,ALG,8.100000000000009,data/U7ZAhNFv_S8_010494-011304.wav
97,97,U7ZAhNFv_S8_011391-012029,U7ZAhNFv_S8,113.91,120.29,ALG,6.38000000000001,data/U7ZAhNFv_S8_011391-012029.wav
98,98,U7ZAhNFv_S8_012099-014263,U7ZAhNFv_S8,120.99,142.63,ALG,21.64,data/U7ZAhNFv_S8_012099-014263.wav
99,99,U7ZAhNFv_S8_014309-015681,U7ZAhNFv_S8,143.09,156.81,ALG,13.719999999999999,data/U7ZAhNFv_S8_014309-015681.wav
100,100,U7ZAhNFv_S8_015774-017374,U7ZAhNFv_S8,157.74,173.74,ALG,16.0,data/U7ZAhNFv_S8_015774-017374.wav
101,101,U7ZAhNFv_S8_017374-018780,U7ZAhNFv_S8,173.74,187.8,ALG,14.060000000000002,data/U7ZAhNFv_S8_017374-018780.wav
102,102,U7ZAhNFv_S8_018861-019827,U7ZAhNFv_S8,188.61,198.27,ALG,9.659999999999997,data/U7ZAhNFv_S8_018861-019827.wav
103,103,U7ZAhNFv_S8_019908-020642,U7ZAhNFv_S8,199.08,206.42,ALG,7.339999999999975,data/U7ZAhNFv_S8_019908-020642.wav
104,104,U7ZAhNFv_S8_021390-022274,U7ZAhNFv_S8,213.9,222.74,ALG,8.840000000000003,data/U7ZAhNFv_S8_021390-022274.wav
105,105,U7ZAhNFv_S8_022749-024893,U7ZAhNFv_S8,227.49,248.93,ALG,21.439999999999998,data/U7ZAhNFv_S8_022749-024893.wav
106,106,U7ZAhNFv_S8_025377-026705,U7ZAhNFv_S8,253.77,267.05,ALG,13.280000000000001,data/U7ZAhNFv_S8_025377-026705.wav
107,107,U7ZAhNFv_S8_026999-027667,U7ZAhNFv_S8,269.99,276.67,ALG,6.680000000000007,data/U7ZAhNFv_S8_026999-027667.wav
108,108,U7ZAhNFv_S8_028145-030002,U7ZAhNFv_S8,281.46,300.02,ALG,18.560000000000002,data/U7ZAhNFv_S8_028145-030002.wav
109,109,U7ZAhNFv_S8_030704-031794,U7ZAhNFv_S8,307.04,317.94,ALG,10.899999999999977,data/U7ZAhNFv_S8_030704-031794.wav
110,110,U7ZAhNFv_S8_003613-004141,U7ZAhNFv_S8,36.13,41.41,ALG,5.279999999999994,data/U7ZAhNFv_S8_003613-004141.wav
111,111,U7ZAhNFv_S8_005192-005614,U7ZAhNFv_S8,51.92,56.14,ALG,4.219999999999999,data/U7ZAhNFv_S8_005192-005614.wav
112,112,U7ZAhNFv_S8_024984-025288,U7ZAhNFv_S8,249.84,252.88,ALG,3.039999999999992,data/U7ZAhNFv_S8_024984-025288.wav
113,113,qzlkEBRER5s_012759-035307,qzlkEBRER5s,127.59,353.07,ALG,225.48,data/qzlkEBRER5s_012759-035307.wav
114,114,qzlkEBRER5s_001152-003840,qzlkEBRER5s,11.52,38.4,ALG,26.88,data/qzlkEBRER5s_001152-003840.wav
115,115,qzlkEBRER5s_004294-005024,qzlkEBRER5s,42.94,50.24,ALG,7.300000000000004,data/qzlkEBRER5s_004294-005024.wav
116,116,qzlkEBRER5s_006190-007234,qzlkEBRER5s,61.9,72.34,ALG,10.440000000000005,data/qzlkEBRER5s_006190-007234.wav
117,117,qzlkEBRER5s_009256-009694,qzlkEBRER5s,92.56,96.94,ALG,4.3799999999999955,data/qzlkEBRER5s_009256-009694.wav
118,118,qzlkEBRER5s_011358-012004,qzlkEBRER5s,113.58,120.04,ALG,6.460000000000008,data/qzlkEBRER5s_011358-012004.wav
119,119,HPJlbgOL8_s_008538-008848,HPJlbgOL8_s,85.38,88.48,ALG,3.1000000000000085,data/HPJlbgOL8_s_008538-008848.wav
120,120,W-vjJ3ogy-0_007215-011749,W-vjJ3ogy-0,72.15,117.49,ALG,45.33999999999999,data/W-vjJ3ogy-0_007215-011749.wav
121,121,W-vjJ3ogy-0_014333-017973,W-vjJ3ogy-0,143.33,179.73,ALG,36.39999999999998,data/W-vjJ3ogy-0_014333-017973.wav
122,122,0eeDHhmAlek_013308-014066,0eeDHhmAlek,133.08,140.66,ALG,7.579999999999984,data/0eeDHhmAlek_013308-014066.wav
123,123,0eeDHhmAlek_014133-014479,0eeDHhmAlek,141.33,144.79,ALG,3.4599999999999795,data/0eeDHhmAlek_014133-014479.wav
124,124,0eeDHhmAlek_014556-015026,0eeDHhmAlek,145.56,150.26,ALG,4.699999999999989,data/0eeDHhmAlek_014556-015026.wav
125,125,0eeDHhmAlek_015309-015622,0eeDHhmAlek,153.09,156.23,ALG,3.1399999999999864,data/0eeDHhmAlek_015309-015622.wav
126,126,0eeDHhmAlek_015711-016857,0eeDHhmAlek,157.11,168.57,ALG,11.45999999999998,data/0eeDHhmAlek_015711-016857.wav
127,127,0eeDHhmAlek_018531-018897,0eeDHhmAlek,185.31,188.97,ALG,3.6599999999999966,data/0eeDHhmAlek_018531-018897.wav
128,128,0eeDHhmAlek_019434-021316,0eeDHhmAlek,194.34,213.16,ALG,18.819999999999993,data/0eeDHhmAlek_019434-021316.wav
129,129,0eeDHhmAlek_023283-023767,0eeDHhmAlek,232.83,237.67,ALG,4.839999999999975,data/0eeDHhmAlek_023283-023767.wav
130,130,0eeDHhmAlek_029424-030000,0eeDHhmAlek,294.24,300.0,ALG,5.759999999999991,data/0eeDHhmAlek_029424-030000.wav
131,131,0eeDHhmAlek_030000-030332,0eeDHhmAlek,300.0,303.32,ALG,3.319999999999993,data/0eeDHhmAlek_030000-030332.wav
132,132,0eeDHhmAlek_030332-030918,0eeDHhmAlek,303.32,309.18,ALG,5.860000000000014,data/0eeDHhmAlek_030332-030918.wav
133,133,0eeDHhmAlek_033252-033726,0eeDHhmAlek,332.52,337.26,ALG,4.740000000000009,data/0eeDHhmAlek_033252-033726.wav
134,134,0eeDHhmAlek_034356-037042,0eeDHhmAlek,343.56,370.42,ALG,26.860000000000014,data/0eeDHhmAlek_034356-037042.wav
135,135,0eeDHhmAlek_021423-021883,0eeDHhmAlek,214.23,218.83,ALG,4.600000000000023,data/0eeDHhmAlek_021423-021883.wav
136,136,0eeDHhmAlek_002978-003360,0eeDHhmAlek,29.78,33.6,ALG,3.8200000000000003,data/0eeDHhmAlek_002978-003360.wav
137,137,0eeDHhmAlek_005531-006125,0eeDHhmAlek,55.31,61.25,ALG,5.939999999999998,data/0eeDHhmAlek_005531-006125.wav
138,138,0eeDHhmAlek_006180-006973,0eeDHhmAlek,61.8,69.74,ALG,7.939999999999998,data/0eeDHhmAlek_006180-006973.wav
139,139,0eeDHhmAlek_010451-011677,0eeDHhmAlek,104.51,116.77,ALG,12.259999999999991,data/0eeDHhmAlek_010451-011677.wav
140,140,0eeDHhmAlek_025819-027517,0eeDHhmAlek,258.19,275.17,ALG,16.980000000000018,data/0eeDHhmAlek_025819-027517.wav
141,141,8IC2rJgSNDY_012847-013994,8IC2rJgSNDY,128.47,139.95,ALG,11.47999999999999,data/8IC2rJgSNDY_012847-013994.wav
142,142,8IC2rJgSNDY_002190-003292,8IC2rJgSNDY,21.9,32.92,ALG,11.020000000000003,data/8IC2rJgSNDY_002190-003292.wav
143,143,8IC2rJgSNDY_003292-004300,8IC2rJgSNDY,32.92,43.0,ALG,10.079999999999998,data/8IC2rJgSNDY_003292-004300.wav
144,144,8IC2rJgSNDY_004300-006210,8IC2rJgSNDY,43.0,62.1,ALG,19.1,data/8IC2rJgSNDY_004300-006210.wav
145,145,8IC2rJgSNDY_006828-007895,8IC2rJgSNDY,68.28,78.96,ALG,10.679999999999993,data/8IC2rJgSNDY_006828-007895.wav
146,146,8IC2rJgSNDY_007895-009604,8IC2rJgSNDY,78.96,96.04,ALG,17.080000000000013,data/8IC2rJgSNDY_007895-009604.wav
147,147,8IC2rJgSNDY_009949-011313,8IC2rJgSNDY,99.49,113.13,ALG,13.64,data/8IC2rJgSNDY_009949-011313.wav
148,148,8IC2rJgSNDY_014935-017141,8IC2rJgSNDY,149.35,171.41,ALG,22.060000000000002,data/8IC2rJgSNDY_014935-017141.wav
149,149,8IC2rJgSNDY_017309-018769,8IC2rJgSNDY,173.09,187.69,ALG,14.599999999999994,data/8IC2rJgSNDY_017309-018769.wav
150,150,8IC2rJgSNDY_018881-019375,8IC2rJgSNDY,188.81,193.75,ALG,4.939999999999998,data/8IC2rJgSNDY_018881-019375.wav
151,151,8IC2rJgSNDY_019375-019855,8IC2rJgSNDY,193.75,198.55,ALG,4.800000000000011,data/8IC2rJgSNDY_019375-019855.wav
152,152,8IC2rJgSNDY_019855-021605,8IC2rJgSNDY,198.55,216.05,ALG,17.5,data/8IC2rJgSNDY_019855-021605.wav
153,153,8IC2rJgSNDY_021891-022795,8IC2rJgSNDY,218.91,227.95,ALG,9.039999999999992,data/8IC2rJgSNDY_021891-022795.wav
154,154,8IC2rJgSNDY_006210-006828,8IC2rJgSNDY,62.1,68.28,ALG,6.18,data/8IC2rJgSNDY_006210-006828.wav
155,155,8IC2rJgSNDY_014044-014441,8IC2rJgSNDY,140.45,144.41,ALG,3.960000000000008,data/8IC2rJgSNDY_014044-014441.wav
156,156,8IC2rJgSNDY_011313-012803,8IC2rJgSNDY,113.13,128.03,ALG,14.900000000000006,data/8IC2rJgSNDY_011313-012803.wav
157,157,ElUT7Bke1Fs_016494-016812,ElUT7Bke1Fs,164.94,168.12,ALG,3.180000000000007,data/ElUT7Bke1Fs_016494-016812.wav
158,158,ElUT7Bke1Fs_010296-014097,ElUT7Bke1Fs,102.96,140.98,ALG,38.019999999999996,data/ElUT7Bke1Fs_010296-014097.wav
159,159,AV_FLDwj8Rg_003846-004350,AV_FLDwj8Rg,38.46,43.5,ALG,5.039999999999999,data/AV_FLDwj8Rg_003846-004350.wav
160,160,AV_FLDwj8Rg_009534-009974,AV_FLDwj8Rg,95.34,99.74,ALG,4.3999999999999915,data/AV_FLDwj8Rg_009534-009974.wav
161,161,ERnVHykPd-k_033471-033971,ERnVHykPd-k,334.71,339.71,ALG,5.0,data/ERnVHykPd-k_033471-033971.wav
162,162,ERnVHykPd-k_120633-120943,ERnVHykPd-k,1206.33,1209.43,ALG,3.1000000000001364,data/ERnVHykPd-k_120633-120943.wav
163,163,RYhsD5LiSVw_007973-009208,RYhsD5LiSVw,79.74,92.08,ALG,12.340000000000003,data/RYhsD5LiSVw_007973-009208.wav
164,164,RYhsD5LiSVw_016338-017458,RYhsD5LiSVw,163.38,174.58,ALG,11.200000000000017,data/RYhsD5LiSVw_016338-017458.wav
165,165,RYhsD5LiSVw_017823-018673,RYhsD5LiSVw,178.23,186.73,ALG,8.5,data/RYhsD5LiSVw_017823-018673.wav
166,166,RYhsD5LiSVw_018804-019166,RYhsD5LiSVw,188.04,191.66,ALG,3.6200000000000045,data/RYhsD5LiSVw_018804-019166.wav
167,167,RYhsD5LiSVw_105103-105473,RYhsD5LiSVw,1051.03,1054.73,ALG,3.7000000000000455,data/RYhsD5LiSVw_105103-105473.wav
168,168,RYhsD5LiSVw_105525-105845,RYhsD5LiSVw,1055.25,1058.45,ALG,3.2000000000000455,data/RYhsD5LiSVw_105525-105845.wav
169,169,RYhsD5LiSVw_105897-106441,RYhsD5LiSVw,1058.97,1064.41,ALG,5.440000000000055,data/RYhsD5LiSVw_105897-106441.wav
170,170,RYhsD5LiSVw_106788-107252,RYhsD5LiSVw,1067.88,1072.52,ALG,4.639999999999873,data/RYhsD5LiSVw_106788-107252.wav
171,171,RYhsD5LiSVw_107360-108391,RYhsD5LiSVw,1073.61,1083.91,ALG,10.300000000000182,data/RYhsD5LiSVw_107360-108391.wav
172,172,RYhsD5LiSVw_108456-108852,RYhsD5LiSVw,1084.56,1088.52,ALG,3.9600000000000364,data/RYhsD5LiSVw_108456-108852.wav
173,173,RYhsD5LiSVw_140258-141958,RYhsD5LiSVw,1402.58,1419.58,ALG,17.0,data/RYhsD5LiSVw_140258-141958.wav
174,174,RYhsD5LiSVw_146055-147161,RYhsD5LiSVw,1460.55,1471.61,ALG,11.059999999999945,data/RYhsD5LiSVw_146055-147161.wav
175,175,RYhsD5LiSVw_147390-148328,RYhsD5LiSVw,1473.9,1483.28,ALG,9.379999999999882,data/RYhsD5LiSVw_147390-148328.wav
176,176,RYhsD5LiSVw_148368-149174,RYhsD5LiSVw,1483.68,1491.74,ALG,8.059999999999945,data/RYhsD5LiSVw_148368-149174.wav
